风儿vento电视,#genre#
CCTV-4美洲高清,http://gzly.hkychina.com:6005/udp/239.252.219.193:5140
CGTN英语高清,http://gzly.hkychina.com:6005/udp/239.252.219.194:5140
CGTN Documentary高清,http://gzly.hkychina.com:6005/udp/239.252.219.195:5140
CGTN法语高清,http://gzly.hkychina.com:6005/udp/239.252.219.65:5140
CGTN西班牙语高清,http://gzly.hkychina.com:6005/udp/239.252.219.196:5140
CGTN阿拉伯语高清,http://gzly.hkychina.com:6005/udp/239.252.219.66:5140
CGTN俄语高清,http://gzly.hkychina.com:6005/udp/239.252.219.67:5140
奥林匹克-4K,http://gzly.hkychina.com:6005/udp/239.252.219.71:5140
奥林匹克-4K,http://gzly.hkychina.com:6005/udp/239.252.220.237:5140
湖南卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.201:5140
浙江卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.210:5140
北京卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.206:5140
甘肃卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.140:5140
海南卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.178:5140
广西卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.183:5140
云南卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.185:5140
天津卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.61:5140
湖北卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.208:5140
黑龙江卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.211:5140
深圳卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.212:5140
山东卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.228:5140
重庆卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.94:5140
广东卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.213:5140
江苏卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.214:5140
东方卫视高清,http://gzly.hkychina.com:6005/udp/239.252.219.229:5140
辽宁卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.62:5140
东南卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.82:5140
安徽卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.83:5140
四川卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.93:5140
河北卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.154:5140
吉林卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.188:5140
贵州卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.190:5140
河南卫视高清,http://gzly.hkychina.com:6005/udp/239.252.220.189:5140
西藏卫视,http://gzly.hkychina.com:6005/udp/239.252.219.106:5140
宁夏卫视,http://gzly.hkychina.com:6005/udp/239.252.219.104:5140
山西卫视,http://gzly.hkychina.com:6005/udp/239.252.219.27:5140
青海卫视,http://gzly.hkychina.com:6005/udp/239.252.219.46:5140
陕西卫视,http://gzly.hkychina.com:6005/udp/239.252.219.105:5140
内蒙古卫视,http://gzly.hkychina.com:6005/udp/239.252.219.48:5140
新疆卫视,http://gzly.hkychina.com:6005/udp/239.252.219.100:5140
兵团卫视,http://gzly.hkychina.com:6005/udp/239.252.219.107:5140
厦门卫视,http://gzly.hkychina.com:6005/udp/239.252.219.75:5140
中国教育-1高清,http://gzly.hkychina.com:6005/udp/239.252.220.198:5140
中国教育2,http://gzly.hkychina.com:6005/udp/239.252.219.73:5140
中国教育4频道,http://gzly.hkychina.com:6005/udp/239.252.219.169:5140
上海纪实高清,http://gzly.hkychina.com:6005/udp/239.252.219.227:5140
金鹰纪实高清,http://gzly.hkychina.com:6005/udp/239.252.220.155:5140
茶频道高清,http://gzly.hkychina.com:6005/udp/239.252.220.160:5140
快乐垂钓高清,http://gzly.hkychina.com:6005/udp/239.252.220.177:5140
先锋乒羽,http://gzly.hkychina.com:6005/udp/239.252.219.184:5140
金鹰卡通,http://gzly.hkychina.com:6005/udp/239.252.219.69:5140
嘉佳卡通,http://gzly.hkychina.com:6005/udp/239.252.219.92:5140
央视精品,http://gzly.hkychina.com:6005/udp/239.252.219.81:5140
央视台球,http://gzly.hkychina.com:6005/udp/239.252.219.80:5140
风云音乐,http://gzly.hkychina.com:6005/udp/239.252.219.87:5140
第一剧场,http://gzly.hkychina.com:6005/udp/239.252.219.86:5140
风云剧场,http://gzly.hkychina.com:6005/udp/239.252.219.89:5140
怀旧剧场,http://gzly.hkychina.com:6005/udp/239.252.219.90:5140
女性时尚,http://gzly.hkychina.com:6005/udp/239.252.219.94:5140
风云足球,http://gzly.hkychina.com:6005/udp/239.252.219.96:5140
世界地理,http://gzly.hkychina.com:6005/udp/239.252.219.93:5140
兵器科技,http://gzly.hkychina.com:6005/udp/239.252.219.98:5140
CHC高清电影,http://gzly.hkychina.com:6005/udp/239.252.219.83:5140
CHC家庭影院,http://gzly.hkychina.com:6005/udp/239.252.219.84:5140
CHC动作电影,http://gzly.hkychina.com:6005/udp/239.252.219.85:5140
欢笑剧场,http://gzly.hkychina.com:6005/udp/239.252.219.224:5140
梨园频道,http://gzly.hkychina.com:6005/udp/239.252.220.179:5140
武术世界,http://gzly.hkychina.com:6005/udp/239.252.220.180:5140
文物宝库,http://gzly.hkychina.com:6005/udp/239.252.220.158:5140
求索记录,http://gzly.hkychina.com:6005/udp/239.252.220.224:5140
全纪实,http://gzly.hkychina.com:6005/udp/239.252.219.55:5140
生活时尚,http://gzly.hkychina.com:6005/udp/239.252.219.54:5140
国学,http://gzly.hkychina.com:6005/udp/239.252.220.157:5140
七彩戏剧,http://gzly.hkychina.com:6005/udp/239.252.219.102:5140
动漫秀场,http://gzly.hkychina.com:6005/udp/239.252.219.59:5140
游戏风云,http://gzly.hkychina.com:6005/udp/239.252.219.60:5140
4K影视,http://gzly.hkychina.com:6005/udp/239.252.220.131:5140
老故事,http://gzly.hkychina.com:6005/udp/239.252.220.172:5140
汽摩,http://gzly.hkychina.com:6005/udp/239.252.220.181:5140
新动漫,http://gzly.hkychina.com:6005/udp/239.252.220.132:5140
环球奇观,http://gzly.hkychina.com:6005/udp/239.252.220.135:5140
四海钓鱼,http://gzly.hkychina.com:6005/udp/239.252.220.214:5140
百姓健康,http://gzly.hkychina.com:6005/udp/239.252.219.146:5140
IPTV谍战剧场,http://gzly.hkychina.com:6005/udp/239.252.220.145:5140
IPTV相声小品,http://gzly.hkychina.com:6005/udp/239.252.220.146:5140
IPTV野外,http://gzly.hkychina.com:6005/udp/239.252.220.73:5140
IPTV法治,http://gzly.hkychina.com:6005/udp/239.252.220.74:5140
爱电影,http://gzly.hkychina.com:6005/udp/239.252.220.142:5140
经典电影,http://gzly.hkychina.com:6005/udp/239.252.220.139:5140
爱大剧,http://gzly.hkychina.com:6005/udp/239.252.220.143:5140
热播剧,场http://gzly.hkychina.com:6005/udp/239.252.220.138:5140
爱综艺,http://gzly.hkychina.com:6005/udp/239.252.220.140:5140
爱体育高清,http://gzly.hkychina.com:6005/udp/239.252.220.211:5140
少儿动画,http://gzly.hkychina.com:6005/udp/239.252.220.136:5140
魅力时尚,http://gzly.hkychina.com:6005/udp/239.252.220.137:5140
收视指南,http://gzly.hkychina.com:6005/udp/239.252.220.144:5140
城市剧场,http://gzly.hkychina.com:6005/udp/239.252.220.75:5140
军旅剧场,http://gzly.hkychina.com:6005/udp/239.252.220.76:5140
古装剧场,http://gzly.hkychina.com:6005/udp/239.252.220.77:5140
喜剧影院,http://gzly.hkychina.com:6005/udp/239.252.220.79:5140
动作影院,http://gzly.hkychina.com:6005/udp/239.252.220.85:5140
家庭影院,http://gzly.hkychina.com:6005/udp/239.252.220.86:5140
音乐现场,http://gzly.hkychina.com:6005/udp/239.252.220.87:5140
武侠剧场,http://gzly.hkychina.com:6005/udp/239.252.220.88:5140
爱生活,http://gzly.hkychina.com:6005/udp/239.252.220.89:5140
好学生,http://gzly.hkychina.com:6005/udp/239.252.220.90:5140
精选,http://gzly.hkychina.com:6005/udp/239.252.219.161:5140
国学,http://gzly.hkychina.com:6005/udp/239.252.219.162:5140
戏曲,http://gzly.hkychina.com:6005/udp/239.252.219.163:5140
早教,http://gzly.hkychina.com:6005/udp/239.252.219.164:5140
动画,http://gzly.hkychina.com:6005/udp/239.252.219.165:5140
鉴赏,http://gzly.hkychina.com:6005/udp/239.252.219.166:5140
墨宝,http://gzly.hkychina.com:6005/udp/239.252.219.168:5140
光影,http://gzly.hkychina.com:6005/udp/239.252.220.200:5140
台球,http://gzly.hkychina.com:6005/udp/239.252.220.201:5140
美人,http://gzly.hkychina.com:6005/udp/239.252.220.202:5140
武术,http://gzly.hkychina.com:6005/udp/239.252.220.203:5140
高网,http://gzly.hkychina.com:6005/udp/239.252.220.204:5140
足球,http://gzly.hkychina.com:6005/udp/239.252.220.205:5140
军事,http://gzly.hkychina.com:6005/udp/239.252.220.206:5140
地理,http://gzly.hkychina.com:6005/udp/239.252.220.207:5140
美妆,http://gzly.hkychina.com:6005/udp/239.252.220.208:5140
解密,http://gzly.hkychina.com:6005/udp/239.252.220.209:5140
星影,http://gzly.hkychina.com:6005/udp/239.252.220.210:5140
IPV6-2,#genre#
CCTV-1 综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001331/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-2 财经,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3 综艺,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228392/index.m3u8
CCTV-4 中文国际,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5 体育,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV-5+ 体育赛事,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6 电影,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/ott.mobaibox.com/PLTV/4/224/3221228123/index.m3u8
CCTV-7 国防军事,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/ott.mobaibox.com/PLTV/4/224/3221227690/index.m3u8
CCTV-8 电视剧,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227473/index.m3u8
CCTV-9 纪录,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227614/index.m3u8
CCTV-10 科教,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/ott.mobaibox.com/PLTV/4/224/3221228286/index.m3u8
CCTV-11 戏曲,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/ott.mobaibox.com/PLTV/4/224/3221228289/index.m3u8
CCTV-12 社会与法,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/4/224/3221228401/index.m3u8
CCTV-13 新闻,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/ott.mobaibox.com/PLTV/4/224/3221227387/index.m3u8
CCTV-14 少儿,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/ott.mobaibox.com/PLTV/4/224/3221228292/index.m3u8
CCTV-15 音乐,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/4/224/3221228404/index.m3u8
CCTV-16 奥林匹克,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/ott.mobaibox.com/PLTV/4/224/3221228112/index.m3u8
CCTV-17 农业农村,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/ott.mobaibox.com/PLTV/4/224/3221227592/index.m3u8
CCTV-4K 超高清,http://[2409:8087:2001:20:2800:0:df6e:eb13]/ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
CCTV-8K 超高清,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/4/224/3221228165/index.m3u8
CETV-1 综合教育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001020/index.m3u8
CETV-4 职业教育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001348/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/1.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/1.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
湖南卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001339/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东方卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001335/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
重庆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221228133/index.m3u8
东南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/ott.mobaibox.com/PLTV/4/224/3221228428/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
广东卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/ott.mobaibox.com/PLTV/4/224/3221228183/index.m3u8
贵州卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221228136/index.m3u8
海南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221228139/index.m3u8
河北卫视,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/ott.mobaibox.com/PLTV/4/224/3221228106/index.m3u8
黑龙江卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
河南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/ott.mobaibox.com/PLTV/4/224/3221228221/index.m3u8
湖北卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/ott.mobaibox.com/PLTV/4/224/3221228109/index.m3u8
吉林卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/ott.mobaibox.com/PLTV/4/224/3221228130/index.m3u8
辽宁卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/ott.mobaibox.com/PLTV/4/224/3221227517/index.m3u8
深圳卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001342/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
四川卫视,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/ott.mobaibox.com/PLTV/4/224/3221228171/index.m3u8
天津卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
云南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/ott.mobaibox.com/PLTV/4/224/3221225591/index.m3u8
新疆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw993550557_162751766/ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8?icpid=3&RTS=1668604377&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
三沙卫视,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/ott.mobaibox.com/PLTV/4/224/3221228626/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8
陕西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
山西卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001038/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
兵团卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001066/index.m3u8
安多卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001311/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
康巴卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001313/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
大湾区卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001305/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
农林卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001312/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
延边卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001307/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
厦门卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001306/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
上海新闻综合,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001014/index.m3u8
IPV6-3,#genre#
CCTV1,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001331/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV2,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV3,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5+,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV7,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV8,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV9,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV10,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV13,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225812/index.m3u8
CCTV14,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV16,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV17,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
文化精品,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云.剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云.音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一.剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性.时尚,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云.足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视.指南,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
北京卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225931/index.m3u8
东方卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226038/index.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225966/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226030/index.m3u8
海南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225978/index.m3u8
河南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226023/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225985/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225975/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226000/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226013/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225938/index.m3u8
江西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
山东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225952/index.m3u8
山西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226009/index.m3u8
陕西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225989/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225997/index.m3u8
四川卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225970/index.m3u8
